seqID	sampleID	mouse	day	cage	mouseID	species	sex	age	FMT	FMT_type	experiment	group	clinda35	FMTID	type	survey	human_group	Porphyromonadaceae_unclassified	Bacteroides	Alistipes	Bacteroidetes_unclassified	Bacteroidales_unclassified	Barnesiella	Lactobacillus	Lachnospiraceae_unclassified	Clostridiales_unclassified	Turicibacter	Clostridium_XI	Allobaculum	Ruminococcaceae_unclassified	Clostridium_XlVa	Oscillibacter	Firmicutes_unclassified	Clostridia_unclassified	Flavonifractor	Ruminococcus	Clostridium_XlVb	Blautia	Enterococcus	Escherichia/Shigella	Burkholderiales_unclassified	Desulfovibrionaceae_unclassified	Alphaproteobacteria_unclassified	Parasutterella	Bifidobacterium	Enterorhabdus	Olsenella	Akkermansia	Anaeroplasma	Bacteria_unclassified	other
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	56.8428093645485	23.3632107023411	0.0321070234113712	0	0.179264214046823	0.0240802675585284	5.49297658862876	1.4180602006689	1.57324414715719	3.4943143812709	0	0.355852842809365	0.275585284280936	0.0802675585284281	0.101672240802676	0.0909698996655518	0	0	0.0160535117056856	0.00267558528428094	0.0267558528428094	0	2.25016722408027	0	0	0	0	0.652842809364549	0.460200668896321	0.128428093645485	2.5819397993311	0	0	0.556521739130474
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	35.2082250963878	16.0537037543409	0.120313909928632	0.0136720352191627	0.090235432446474	0.0191408493068278	8.44931776544256	2.83284569741052	1.34806267260944	2.57307702824642	0	0.0628913620081485	0.514068524240518	0.16133001558612	0.224221377594269	0.0382816986136556	0.00546881408766509	0.00273440704383254	0	0.00546881408766509	0.00546881408766509	0	2.48557600284378	0	0	0	0	0.42930190588171	0.248831040988762	0.0355472915698231	28.6265073418829	0.00273440704383254	0.0164064422629953	0.426567498837926
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	39.35175806685	21.5916654608595	2.74345246708146	0.0376211836203154	0.0694544928375054	0.0115757488062509	2.85342208074085	15.2221096802199	5.26696570684416	2.28910432643612	0.00289393720156273	0.0607726812328172	2.25727101721893	1.77398350455795	2.54087686297207	0.54116625669223	0.260454348140645	0.00578787440312545	0	0.00289393720156273	0.0202575604109391	0	0.144696860078136	0	0	0	0	0.173636232093764	0.231514976125018	0.0405151208218782	0.66849949356099	0	0.193893792504703	1.64375633048762
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	40.7924537112704	0.0233486656237596	0.128417660930678	5.40755095846272	6.40687384715963	2.20411403488291	2.49130262205515	6.16871745779729	1.30519040836816	4.08368161759555	0	4.65572392537766	1.74181045553247	0.338555651544514	0.193793924677205	0.184454458427701	0.273179387797987	1.25148847743351	0	0.0256835321861356	0.0537019309346471	0	0.277849120922739	7.57197226178524	0.516005510285087	1.06236428588106	0.00466973312475192	0	0.137757127180182	0.289523453734619	9.30677811763058	0.656097504027645	0.490321978098952	1.95661817927108
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	30.7481273696865	0.0647328997256558	1.24842020899479	2.82666995468697	2.32113683301994	2.24715637619062	0.588761135600012	17.4501402546161	2.55232576061157	2.02521500570266	0	1.58749730279584	2.64788385068278	2.36120958046916	0.955580900712062	0.184951142073302	1.30390555161678	3.90863413581579	0	0.197281218211522	0.0123300761382202	0	0.0400727474492155	5.320427853642	2.08994790542832	0.206528775315188	0.00924755710366511	0	0.147960913658642	0.0770629758638759	11.4330630991646	2.660213926821	0.903178077124626	1.88033661107859
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	41.2243092418674	0.0408329930583912	0.435551925956173	3.15775146318225	3.4027494215326	2.07567714713488	1.04124132298897	13.9376616305975	2.34789710085749	1.23860078943787	0	3.65115012930448	2.74942153259834	1.83408193820607	0.94256158976453	0.18374846876276	0.58867564992514	2.42275758813121	0.0034027494215326	0.0646522390091194	0.0408329930583912	0	0.0442357424799238	3.5388593983939	2.20157887573159	0	0.0034027494215326	0	0.129304478018239	0.190553967605826	9.75568259153396	0.6158976452974	0.370899686947053	1.76602694977548
d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	34.3415625560404	0	0	0	0.0119552872257756	0.0358658616773268	20.5929822463985	3.70016139637755	0.101619941419093	0	0.627652579353219	0	0.0537987925159902	0.0777093669675414	0	0.179329308386634	0	0	0	0.0777093669675414	0.0239105744515512	0.0358658616773268	20.3718094327216	0	0	0	0	0	0.167374021160858	0	19.1224819176281	0	0	0.478211489030997
d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	28.5408299866131	0.0107095046854083	0	0	0.0160642570281124	0	17.9651941097724	2.25435073627845	0.107095046854083	0	0.369477911646586	0	0.0428380187416332	0.289156626506024	0	0.187416331994645	0	0.00535475234270415	0	0	0.0160642570281124	0.00535475234270415	18.6559571619813	0	0	0	0	0	0.187416331994645	0	31.1807228915663	0	0.00535475234270415	0.160642570281084
d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	26.4366013071895	0.057516339869281	0.0156862745098039	0	0	0	7.50849673202614	9.30196078431373	0.298039215686275	0.00522875816993464	2.10718954248366	0	0.0679738562091503	0.14640522875817	0	0.0888888888888889	0	0.00522875816993464	0	0.057516339869281	0.0470588235294118	0	22.7398692810458	0	0	0	0.00522875816993464	0	0.0679738562091503	0	30.7816993464052	0.0261437908496732	0.00522875816993464	0.230065359477152
d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	16.9237549581313	59.371655228861	0.0251841591638859	0.176289114147201	0	0.0251841591638859	2.85840206510105	0.365170307876346	0.0629603979097148	0	0.0944405968645722	0	0.182585153938173	1.00107032676447	0	0.0566643581187433	0	0	0	0.327394069130517	0.0692564377006863	0	5.19423282755147	0	0	0	0	3.84688031228357	0.333690108921488	0.654788138261034	8.01485865390669	0.0251841591638859	0.0377762387458289	0.352578228294476
d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	22.1362151294295	46.7202814777582	0	0.246293038451872	0.0452374968585072	0.0150791656195024	3.61397336014074	2.62880120633325	0.809248554913295	0.00502638853983413	0.0552902739381754	0	1.6938929379241	1.6788137723046	0.00502638853983413	0.0603166624780096	0	0	0	1.65368182960543	0.321688866549384	0.0452374968585072	4.45338024629304	0	0	0	0.0100527770796683	0.723799949736115	0.0854486051771802	0.688615229957276	11.1032922844936	0	0.00502638853983413	1.19628047248054
d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	25.1125539073978	18.4161888062177	15.58693900763	0.255912042083314	0.0473911189043173	0.00947822378086347	6.21771480024643	5.35045732429743	13.4022084261409	0.00473911189043173	0	0	2.88611914127293	0.786692573811668	0.350694279891948	0.748779678688214	0.0758257902469077	0.0189564475617269	0	0.364911615563243	0.071086678356476	0	0.10899957347993	0	0	0	0	4.19411402303208	0.142173356712952	0.895692147291598	3.76759395289323	0	0.786692573811668	0.39808539879624
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	0.305188199389624	0.0435983141985177	0	0.0290655427990118	0	0.0435983141985177	73.4195611103037	5.78404301700334	0.0145327713995059	11.7279465194013	5.62418253160878	0.0435983141985177	0.0726638569975294	0	0	0	0	0	0	0	0	0	0.0290655427990118	0	0	0	0	0	2.49963668071501	0	0	0	0	0.363319284987625
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	45.1598056762976	14.1344924571721	3.04781385834825	1.01764254666326	0.0409102531321913	0.0153413449245717	7.30248018409614	2.53132191255433	1.08412170800307	0.0102275632830478	0	3.23190999744311	2.46484275121452	0.255689082076195	0.0971618511889542	0.286371771925339	0.230120173868576	0	0.173868575811813	0	0.0511378164152391	0	1.10457683456916	0.00511378164152391	0	0	0	0.00511378164152391	0.56251598056763	2.41881871644081	13.6231142930197	0.0409102531321913	0.148299667604193	0.956277166964966
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	51.5146831530139	16.0793405461103	1.62287480680062	1.10767645543534	0.0154559505409583	0.00515198351365276	7.12519319938176	1.45801133436373	1.17980422462648	0.0154559505409583	0	5.13137557959814	2.55538382277177	0.175167439464194	0.108191653786708	0.200927357032458	0.540958268933539	0	0.906749098402885	0	0.0257599175682638	0	0.144255538382277	0	0	0	0	0.00515198351365276	0.365790829469346	1.77228232869655	6.78516228748068	0.118495620814013	0.154559505409583	0.886141164348246
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	0.0977741991142808	0.0115028469546213	0	0.0115028469546213	0	0.0172542704319319	29.0331857134641	0.0230056939092425	0.00575142347731063	14.4360729280497	2.53062633001668	0.0172542704319319	0	0	0	0.0230056939092425	0	0	0	0	0	0	0.0115028469546213	0	0.00575142347731063	0	0	0	0	0	53.6147696554897	0	0	0.161039857364699
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	0.249687890137328	0	0	0.00960338038989724	0	0.038413521559589	30.7404206280611	0.0480169019494862	0.00960338038989724	5.5795640065303	3.56285412465188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.6081820800922	0	0.0672236627292807	0.086430423509043
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.103984496856832	0.0283594082336815	0.00945313607789384	0.00472656803894692	0.00945313607789384	0.00945313607789384	52.0631469490003	10.0108711064896	0.00472656803894692	20.924516708418	16.6895117455216	0	0	0.0661719525452569	0	0	0	0	0.00472656803894692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00472656803894692	0.0661719525452611
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.0407934322574066	0.00509917903217582	0	0.0101983580643516	0	0	66.2077405537708	0.0815868645148131	0	20.5496914996686	10.1269695579012	0	0.0458926112895824	0	0	0	0	0	2.73315996124624	0	0	0	0.0203967161287033	0	0	0	0	0	0	0	0	0	0	0.178471266126124
dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	21.9659574468085	12.1446808510638	12.1872340425532	0.14468085106383	0.00851063829787234	0.00851063829787234	14.136170212766	23.6255319148936	2.45957446808511	0	0	0	5.42127659574468	2.92765957446808	1.2936170212766	0.297872340425532	0.0680851063829787	0	0	0.442553191489362	0.051063829787234	0.00851063829787234	0.11063829787234	0	0	0	0	0.0851063829787234	0.280851063829787	0	0.00851063829787234	0.025531914893617	1.12340425531915	1.17446808510638
dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	29.2225042800638	14.5817344589409	12.674892260464	0.153491941673062	0.0826495070547258	0.0118070724363894	7.39713088139796	17.5984414664384	4.05572938189976	1.2220319971663	0	0	2.63297715331484	1.19251431607533	0.808784461892674	1.04492591062046	0.419151071491824	0	0	0.141684869236673	0.0236141448727788	0.194816695200425	0.0177106086545841	0	0	0	0	0.0472282897455576	0.177106086545841	0	0.0413247535273629	0	5.95076450794026	0.306983883346092
dn7_1268_1	dn7_1268_1	1268_1	-7	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	27.7310013370433	3.56303978607307	20.5326491526036	0.531203700357749	0.469771979908214	0.0433635673761428	1.8718606584035	23.9113937773281	2.93065442850432	2.529541430275	0	0.299931341018321	2.54399595273371	1.11661185993568	2.55845047519243	4.04003902721064	0.108408918440357	0	0.0397499367614642	0.245726881798143	0.0216817836880714	0	0.00722726122935714	0	0	0	0	0.961225743504499	0.184295161348607	0	0.0361363061467857	1.20695262530264	2.28742817909153	0.227658728724762
dn7_1269_1	dn7_1269_1	1269_1	-7	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	36.1856853846574	2.37847886707857	23.6754333205752	1.49816829788397	0.0273388375526273	0.0437421400842036	3.59779102192575	14.6153425556345	1.93012193121548	1.61845918311553	0	1.41068401771557	3.3079993438679	0.535841216031494	0.623325496199902	0.453824703373613	4.38514954344141	0	0.0874842801684072	0.136694187763136	0.0218710700421018	0	0.0109355350210509	0	0	0	0.00546776751052545	1.5255071354366	0.213242932910493	0.0929520476789327	0.0765487451473563	0	1.29039313248401	0.251517305484271
dn7_1269_2	dn7_1269_2	1269_2	-7	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	30.4311935515199	7.21083810818685	18.9278430610858	0.757502185102457	0.0194231329513451	0.0339904826648538	3.6418374283772	16.8689909682432	2.55414198310187	0.165096630086433	0	0.432164708167427	3.9234728561717	1.35476352335632	1.46644653782655	0.985723997280761	6.10857531319802	0	0.908031465475381	0.0825483150432165	0.00971156647567253	0	0.00485578323783626	0	0	0	0	0.417597358453919	0.218510245702632	0.0631251820918714	0.145673497135088	0.0291346994270176	2.60755559871807	0.631251820918607
dn7_1270_1	dn7_1270_1	1270_1	-7	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	33.4328952608523	8.60712863401035	18.6778176025488	0.328554360812425	0.647152528872959	0.637196336121067	3.44982078853047	9.1447630426125	2.34966148944644	11.1708482676225	0	0.199123855037834	2.05097570688969	0.886101154918359	0.856232576662684	1.10513739545998	2.30485862206292	0	0.0199123855037834	0.029868578255675	0.0248904818797292	0	0.00497809637594584	0	0	0	0	0.0149342891278375	0.2389486260454	0.00497809637594584	0.0647152528872959	0.507765830346475	2.49900438072481	0.741736360015821
dn7_1270_2	dn7_1270_2	1270_2	-7	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	38.5878227605993	8.05440442035915	16.6666666666667	0.340027627244714	0.51004144086707	0.302837105514823	6.92274997343534	7.23621294230156	1.23260014876209	11.0880884071831	0.0106258633513973	0.27627244713633	2.32706407395601	0.414408670704495	0.191265540325151	0.637551801083838	1.50355966422272	0	0.0212517267027946	0.0212517267027946	0.0159387950270959	0	0.00531293167569865	0	0	0	0	0.0584422484326852	0.281585378812028	0.0425034534055892	0.270959515460631	0.132823291892466	2.50770375092976	0.340027627244666
dn7_1271_1	dn7_1271_1	1271_1	-7	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	50.6878913484434	6.94505688332305	11.7867536819825	0.388041273480907	0.806949466443249	0.251344915777405	6.12928829702796	7.17876355939677	1.26554369873887	6.42031925213864	0	0.171972837110856	2.97645294999559	0.520328071258488	0.246935355851486	0.194020636740453	0.127877237851662	0	0.0396860393332745	0.00440955992591939	0.00881911985183879	0	0	0	0	0	0	0.485051591851133	0.383631713554987	0	0.449775112443778	0.022047799629597	2.05044536555252	0.458594232295667
dn7_1271_2	dn7_1271_2	1271_2	-7	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	41.9623591464877	7.53116758571086	15.5867897386718	0.698273795252937	0.830136657875809	0.710261328218653	5.93382881802925	4.49532486214337	1.5134260369216	10.1444497722369	0	0.332654039798609	2.10980580196596	0.27571325821146	0.395588587868617	1.50743227043874	0.0749220810357228	0	0.0719251977942939	0.00599376648285783	0.0389594821385759	0	0.00599376648285783	0	0	0	0	1.61232318388876	0.278710141452889	0.0119875329657157	1.02193718532726	0.27571325821146	2.22668424838168	0.347638456005669
dn7_1271_3	dn7_1271_3	1271_3	-7	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	36.3555228895422	6.96136077278454	13.1352372952541	0.351742965140697	0.488240235195296	0.456740865182696	9.20306593868123	8.15308693826124	1.42272154556909	11.8017639647207	0	0.698236035279294	2.14195716085678	0.220495590088198	0.682486350272995	0.818983620327594	0.183746325073499	0	0.0367492650146997	0.0209995800083998	0.0104997900041999	0	0.00524989500209996	0	0	0	0	0.992230155396892	0.414741705165897	0.0367492650146997	2.95044099118018	0.152246955060899	1.67471650566989	0.629987400251991
