sampleID_s2	seqID_s2	mouse_s2	day_s2	cage_s2	mouseID_s2	species_s2	sex_s2	age_s2	FMT_s2	FMT_type_s2	experiment_s2	group_s2	clinda35_s2	FMTID_s2	type_s2	survey_s2	human_group_s2	sampleID_s1	seqID_s1	mouse_s1	day_s1	cage_s1	mouseID_s1	species_s1	sex_s1	age_s1	FMT_s1	FMT_type_s1	experiment_s1	group_s1	clinda35_s1	FMTID_s1	type_s1	survey_s1	human_group_s1	label	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci	jsd	sharednseqs
d11_1270_1	d11_1270_1	1270_1	11	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_3	d11_1207_3	1207_3	11	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.662934	0.948703	0.466937	0.457057	0.476817	0.231493	76715
d11_1270_1	d11_1270_1	1270_1	11	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1203_4	d11_1203_4	1203_4	11	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.718157	0.956788	0.49324	0.482098	0.504382	0.229201	70408
d11_1270_1	d11_1270_1	1270_1	11	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_4	d11_1207_4	1207_4	11	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.673675	0.944207	0.353898	0.343041	0.364755	0.193972	71101
d11_1270_1	d11_1270_1	1270_1	11	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_2	d11_1207_2	1207_2	11	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.769234	0.952154	0.642474	0.632693	0.652255	0.281054	69707
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1203_4	d11_1203_4	1203_4	11	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.460178	0.959171	0.500473	0.489251	0.511695	0.223774	36764
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1203_1	d11_1203_1	1203_1	11	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.416823	0.961516	0.463983	0.453455	0.474511	0.215916	39470
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_2	d11_1207_2	1207_2	11	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	7	0.553559	0.957013	0.648035	0.63818	0.657891	0.276158	36063
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1203_3	d11_1203_3	1203_3	11	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	7	0.54256	0.960328	0.604166	0.592137	0.616196	0.245165	31156
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1203_2	d11_1203_2	1203_2	11	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.444534	0.955772	0.495031	0.483105	0.506957	0.207242	34868
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_4	d11_1207_4	1207_4	11	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	7	0.380356	0.949	0.361921	0.350949	0.372892	0.187296	37457
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_1	d11_1207_1	1207_1	11	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.488467	0.953433	0.468301	0.456365	0.480238	0.226999	34856
d11_1270_2	d11_1270_2	1270_2	11	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d11_1207_3	d11_1207_3	1207_3	11	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.399271	0.953531	0.475071	0.465051	0.48509	0.226108	43071
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_1	d11_1207_1	1207_1	11	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.605289	0.942638	0.45241	0.441468	0.463352	0.232045	45152
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_4	d11_1203_4	1203_4	11	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.578453	0.946113	0.481918	0.47145	0.492386	0.226642	47060
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_3	d11_1203_3	1203_3	11	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.656374	0.947275	0.514338	0.501997	0.52668	0.225064	41452
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_2	d11_1203_2	1203_2	11	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.571296	0.952049	0.446223	0.435025	0.457422	0.201703	45164
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_3	d11_1207_3	1207_3	11	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	4	0.515843	0.938027	0.460269	0.451086	0.469453	0.231627	53367
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_4	d11_1207_4	1207_4	11	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.514292	0.935802	0.381484	0.371534	0.391433	0.201423	47753
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_1	d11_1203_1	1203_1	11	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	4	0.537998	0.946212	0.478303	0.468602	0.488004	0.228535	49766
d11_1271_1	d11_1271_1	1271_1	11	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_2	d11_1207_2	1207_2	11	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.653357	0.943875	0.606377	0.596497	0.616257	0.268329	46359
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_2	d11_1207_2	1207_2	11	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.678783	0.940307	0.618034	0.608452	0.627616	0.272555	50041
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_4	d11_1203_4	1203_4	11	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	4	0.609081	0.94035	0.525751	0.515703	0.5358	0.237865	50742
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_4	d11_1207_4	1207_4	11	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.548945	0.932318	0.461933	0.451948	0.471918	0.219059	51435
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_3	d11_1207_3	1207_3	11	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	4	0.546986	0.934549	0.510874	0.501846	0.519901	0.243904	57049
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_3	d11_1203_3	1203_3	11	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	4	0.684539	0.939176	0.503714	0.491426	0.516001	0.223978	45134
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_1	d11_1203_1	1203_1	11	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.569675	0.945056	0.541382	0.532122	0.550643	0.244662	53448
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1203_2	d11_1203_2	1203_2	11	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.603489	0.948621	0.474848	0.463927	0.485769	0.208671	48846
d11_1271_2	d11_1271_2	1271_2	11	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d11_1207_1	d11_1207_1	1207_1	11	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.635131	0.936773	0.504078	0.493545	0.514611	0.244548	48834
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	34	0.748647	0.827203	0.281752	0.269552	0.293951	0.154339	88863
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.766572	0.793827	0.739848	0.734704	0.744993	0.460724	96501
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.758103	0.808071	0.736375	0.731193	0.741556	0.427841	88517
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	25	0.883451	0.786527	0.804808	0.79865	0.810967	0.502538	91961
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.700585	0.798777	0.745123	0.740258	0.749989	0.427473	98913
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	30	0.73762	0.799728	0.719004	0.713522	0.724486	0.447486	94184
d19_1268_1	d19_1268_1	1268_1	19	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.778755	0.800304	0.72647	0.721034	0.731907	0.459099	96237
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	17	0.667443	0.815646	0.67817	0.670831	0.685508	0.426761	64416
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	26	0.680419	0.804575	0.677634	0.669865	0.685404	0.412013	62363
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	17	0.683704	0.809573	0.686862	0.679753	0.693971	0.419322	64680
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	15	0.694807	0.813382	0.711425	0.704606	0.718244	0.400296	67092
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	24	0.806618	0.797017	0.753939	0.746139	0.76174	0.469543	60140
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.646818	0.820004	0.708012	0.700902	0.715122	0.407412	56696
d19_1268_2	d19_1268_2	1268_2	19	1268	2	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	35	0.60636	0.841393	0.361911	0.351448	0.372374	0.20422	57042
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	15	0.786558	0.808255	0.741054	0.732659	0.74945	0.423933	49175
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.771956	0.802182	0.711835	0.702872	0.720799	0.443793	46763
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	17	0.769758	0.810421	0.703956	0.694732	0.713179	0.4527	46499
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	21	0.745305	0.785799	0.770881	0.762356	0.779407	0.487115	42223
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	33	0.431872	0.832004	0.303574	0.290381	0.316768	0.185145	39125
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	28	0.751204	0.803574	0.707566	0.697862	0.71727	0.432506	44446
d19_1268_3	d19_1268_3	1268_3	19	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.734856	0.815381	0.739979	0.731334	0.748624	0.435385	38779
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	7	0.951989	0.717411	0.987935	0.987007	0.988863	0.632271	47614
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.893198	0.699137	0.937786	0.934748	0.940825	0.589032	55598
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.893049	0.706518	0.946066	0.943266	0.948866	0.598222	55334
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	24	0.902967	0.692908	0.97642	0.974991	0.977849	0.60373	53281
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	25	0.84216	0.713496	0.928918	0.925348	0.932488	0.500768	47960
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	13	0.903258	0.707161	0.975512	0.974206	0.976819	0.608378	58010
d19_1269_1	d19_1269_1	1269_1	19	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	19	0.886129	0.678548	0.934556	0.930957	0.938154	0.598314	51058
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	20	0.86445	0.743624	0.903785	0.899498	0.908073	0.562443	60081
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	23	0.888433	0.713445	0.88379	0.878184	0.889395	0.564978	55805
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.949886	0.745564	0.978366	0.976834	0.979898	0.607788	52361
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	31	0.846017	0.751553	0.897164	0.891987	0.902341	0.47296	52707
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	18	0.812279	0.732349	0.887572	0.883	0.892143	0.546958	60345
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.868031	0.737723	0.956244	0.954241	0.958248	0.574064	62757
d19_1269_2	d19_1269_2	1269_2	19	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	27	0.896705	0.724534	0.959352	0.957101	0.961603	0.573541	58028
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.934729	0.736184	0.954444	0.951603	0.957284	0.605693	44277
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	26	0.925596	0.730036	0.982765	0.981503	0.984028	0.618915	41960
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	25	0.840334	0.744263	0.938401	0.934944	0.941857	0.532571	36639
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	8	0.940374	0.750702	0.990582	0.989754	0.991409	0.638891	36293
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	15	0.933883	0.740714	0.960108	0.957549	0.962668	0.612195	44013
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.938144	0.74096	0.981479	0.980258	0.982699	0.616903	46689
d19_1269_3	d19_1269_3	1269_3	19	1269	3	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	20	0.921433	0.714184	0.95209	0.948885	0.955296	0.611945	39737
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.623205	0.85286	0.644517	0.636561	0.652473	0.376265	59247
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	21	0.598946	0.84514	0.624848	0.616244	0.633452	0.370195	56930
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	30	0.544498	0.880279	0.190326	0.178073	0.20258	0.115485	51609
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	7	0.576888	0.864021	0.649915	0.641854	0.657975	0.363624	51263
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	12	0.6721	0.856334	0.658024	0.650247	0.6658	0.3805	61659
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	18	0.779992	0.835652	0.761455	0.75359	0.769321	0.46053	54707
d19_1270_1	d19_1270_1	1270_1	19	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	15	0.641931	0.860789	0.647129	0.639049	0.655208	0.390072	58983
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	32	0.528393	0.866101	0.474473	0.461029	0.487918	0.154154	50805
