sampleID_s2	seqID_s2	mouse_s2	day_s2	cage_s2	mouseID_s2	species_s2	sex_s2	age_s2	FMT_s2	FMT_type_s2	experiment_s2	group_s2	clinda35_s2	FMTID_s2	type_s2	survey_s2	human_group_s2	sampleID_s1	seqID_s1	mouse_s1	day_s1	cage_s1	mouseID_s1	species_s1	sex_s1	age_s1	FMT_s1	FMT_type_s1	experiment_s1	group_s1	clinda35_s1	FMTID_s1	type_s1	survey_s1	human_group_s1	label	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci	jsd	sharednseqs
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	27	0.656808	0.838977	0.651977	0.642577	0.661376	0.330703	56126
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	21	0.719941	0.823792	0.604203	0.592756	0.61565	0.379451	53903
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.648312	0.842317	0.661429	0.652996	0.669862	0.31451	60855
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	18	0.604771	0.848679	0.516412	0.505595	0.527229	0.302891	58179
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	18	0.559947	0.843038	0.461837	0.450624	0.47305	0.271044	58443
d19_1270_2	d19_1270_2	1270_2	19	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	8	0.651915	0.848474	0.71202	0.703878	0.720161	0.333916	50459
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.723143	0.77784	0.643325	0.634819	0.651831	0.413542	58839
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	37	0.584701	0.806827	0.276478	0.266651	0.286305	0.228739	48789
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	24	0.817334	0.757232	0.713701	0.704038	0.723365	0.501154	51887
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	30	0.682388	0.776033	0.589226	0.579444	0.599008	0.414026	54110
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	19	0.71067	0.775487	0.622422	0.613754	0.631091	0.445794	56427
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	19	0.705571	0.782343	0.610369	0.601505	0.619233	0.455421	56163
d19_1270_3	d19_1270_3	1270_3	19	1270	3	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.673637	0.785135	0.63642	0.627551	0.645289	0.424708	48443
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	13	0.876388	0.73188	0.970095	0.968659	0.971532	0.593759	67113
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	22	0.88953	0.712629	0.920351	0.916425	0.924278	0.575422	60161
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.948939	0.745708	0.984214	0.983118	0.985311	0.61319	56717
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.849214	0.728822	0.923319	0.920057	0.926581	0.563062	64701
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	23	0.89632	0.716064	0.970787	0.969172	0.972403	0.581769	62384
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.864333	0.731444	0.932444	0.929373	0.935515	0.572977	64437
d19_1271_1	d19_1271_1	1271_1	19	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	26	0.835024	0.742229	0.894227	0.889503	0.898951	0.440206	57063
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	23	0.88319	0.667566	0.898975	0.893834	0.904115	0.57758	49773
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	29	0.837472	0.702755	0.911842	0.907193	0.916491	0.492409	46675
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.952729	0.705301	0.981829	0.980467	0.983192	0.621938	46329
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	13	0.863235	0.687448	0.962697	0.960863	0.964531	0.590025	56725
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	26	0.871913	0.677316	0.958596	0.956401	0.960791	0.562605	51996
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.837019	0.684895	0.901702	0.897436	0.905968	0.552781	54313
d19_1271_2	d19_1271_2	1271_2	19	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.83415	0.687739	0.913827	0.909827	0.917828	0.563813	54049
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_2	d19_1203_2	1203_2	19	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	26	0.831278	0.725272	0.916568	0.912249	0.920888	0.486997	43622
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_4	d19_1207_4	1207_4	19	1207	4	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	23	0.891792	0.700521	0.969446	0.967633	0.971258	0.58971	48943
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_3	d19_1203_3	1203_3	19	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.872147	0.716267	0.930493	0.926988	0.933999	0.584778	50996
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_1	d19_1207_1	1207_1	19	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	22	0.876712	0.695301	0.914516	0.909979	0.919054	0.582875	46720
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1207_3	d19_1207_3	1207_3	19	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.886682	0.718143	0.968523	0.966882	0.970164	0.599016	53672
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_1	d19_1203_1	1203_1	19	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.948101	0.730731	0.98451	0.98332	0.985699	0.62539	43276
d19_1271_3	d19_1271_3	1271_3	19	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d19_1203_4	d19_1203_4	1203_4	19	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.872922	0.713801	0.919267	0.915461	0.923073	0.572561	51260
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	19	0.908584	0.826814	0.932165	0.928095	0.936236	0.574269	27982
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	13	0.829193	0.924876	0.914608	0.910066	0.91915	0.509822	26006
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	12	0.686489	0.930339	0.733224	0.723381	0.743067	0.41746	23610
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	18	0.941291	0.899598	0.965446	0.962848	0.968044	0.605844	26776
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	11	0.724605	0.922456	0.785243	0.777121	0.793365	0.446098	25556
d4_1268_3	d4_1268_3	1268_3	4	1268	3	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.953172	0.909043	0.97736	0.975196	0.979525	0.617163	22764
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	28	0.628721	0.833645	0.643682	0.633099	0.654266	0.313191	38230
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	47	0.571872	0.851353	0.681347	0.669752	0.692943	0.228975	35438
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	54	0.508035	0.849947	0.56918	0.554897	0.583463	0.203945	39450
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	30	0.598831	0.844433	0.68485	0.6751	0.694601	0.326349	36284
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	30	0.650879	0.835117	0.682993	0.672559	0.693427	0.34612	38680
d4_1269_1	d4_1269_1	1269_1	4	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	110	0.443477	0.89313	0.482077	0.468266	0.495888	0.176465	40656
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	27	0.703033	0.854816	0.792005	0.784403	0.799607	0.379981	38085
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	52	0.51426	0.86977	0.538357	0.52365	0.553063	0.214528	39305
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	95	0.423959	0.885212	0.42261	0.409095	0.436126	0.174809	40511
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	29	0.677191	0.865531	0.789939	0.782533	0.797345	0.382176	36139
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	46	0.556003	0.873209	0.648448	0.63612	0.660776	0.234971	35293
d4_1269_2	d4_1269_2	1269_2	4	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	28	0.724718	0.854352	0.831445	0.824588	0.838301	0.412231	38535
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.576194	0.912953	0.504277	0.492983	0.515572	0.307076	36512
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.840996	0.889526	0.876482	0.871208	0.881756	0.483643	37282
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.486107	0.912956	0.392741	0.381128	0.404353	0.253149	36062
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	19	0.889212	0.821063	0.917505	0.913364	0.921646	0.537466	38488
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.894079	0.899471	0.928142	0.9242	0.932085	0.52041	33270
d4_1270_1	d4_1270_1	1270_1	4	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.603646	0.918549	0.589656	0.577966	0.601346	0.309346	34116
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	8	0.47857	0.919074	0.506517	0.495043	0.51799	0.289179	29538
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	16	0.865837	0.826796	0.920612	0.916544	0.92468	0.532774	31514
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.865911	0.910643	0.926565	0.922563	0.930568	0.514115	26296
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.804474	0.89648	0.875605	0.870339	0.88087	0.475456	30308
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.382357	0.923773	0.397861	0.385601	0.410121	0.234199	29088
d4_1270_2	d4_1270_2	1270_2	4	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.529659	0.931541	0.597565	0.585469	0.609662	0.29383	27142
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.906906	0.915258	0.911898	0.907308	0.916489	0.542886	40282
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	11	0.97446	0.894413	0.979292	0.977308	0.981276	0.631791	37040
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	17	0.940508	0.818087	0.928013	0.923709	0.932317	0.591326	42258
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.800401	0.922986	0.728792	0.719052	0.738533	0.442245	37886
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	14	0.961464	0.887234	0.966772	0.964271	0.969273	0.616572	41052
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.822103	0.915303	0.78723	0.779191	0.795269	0.472596	39832
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_2	d4_1207_2	1207_2	4	1207	2	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	9	0.962031	0.898003	0.966349	0.963812	0.968886	0.617381	39506
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_2	d4_1203_2	1203_2	4	1203	2	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	6	0.804183	0.935262	0.735337	0.725752	0.744922	0.442105	36340
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_3	d4_1207_3	1207_3	4	1207	3	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	10	0.94159	0.82643	0.93213	0.928065	0.936195	0.592784	40712
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1207_1	d4_1207_1	1207_1	4	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.973967	0.90272	0.978366	0.976286	0.980447	0.630677	35494
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_3	d4_1203_3	1203_3	4	1203	3	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.820822	0.927515	0.787727	0.779773	0.795681	0.465729	38286
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	d4_1203_4	d4_1203_4	1203_4	4	1203	4	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	5	0.90474	0.925286	0.91594	0.911474	0.920406	0.542297	38736
dn7_1268_1	dn7_1268_1	1268_1	-7	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	138	0.554473	0.890727	0.417854	0.397892	0.437816	0.157742	39423
dn7_1268_1	dn7_1268_1	1268_1	-7	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	144	0.417511	0.863855	0.365505	0.347077	0.383932	0.10634	44612
