label	s1	s2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci	jsd	sharednseqs
0.03	d1_1271_2	d4_1203_4	4	0.894063	0.920311	0.922985	0.918944	0.927027	0.531291	34813
0.03	d4_1203_2	d4_1203_4	30	0.25509	0.946553	0.190958	0.176327	0.205589	0.052979	35854
0.03	d4_1203_3	d4_1203_4	31	0.154603	0.943134	0.077122	0.068827	0.085417	0.04293	37800
0.03	d11_1203_1	d4_1207_1	11	0.867484	0.906608	0.921902	0.918079	0.925725	0.476918	38818
0.03	d11_1203_2	d4_1207_1	15	0.848843	0.910417	0.922851	0.919117	0.926585	0.474759	34216
0.03	d11_1203_3	d4_1207_1	10	0.831563	0.900763	0.933913	0.93066	0.937166	0.488293	30504
0.03	d11_1203_4	d4_1207_1	8	0.858053	0.897306	0.925074	0.9214	0.928748	0.481716	36112
0.03	d11_1207_1	d4_1207_1	10	0.849608	0.895656	0.926329	0.92262	0.930038	0.48733	34204
0.03	d11_1207_2	d4_1207_1	12	0.854283	0.901667	0.935414	0.932258	0.938571	0.488618	35411
0.03	d11_1207_3	d4_1207_1	11	0.877743	0.898127	0.919668	0.915744	0.923592	0.477212	42419
0.03	d11_1207_4	d4_1207_1	8	0.860617	0.883618	0.917382	0.913272	0.921491	0.475457	36805
0.03	d11_1268_1	d4_1207_1	12	0.976477	0.904324	0.979558	0.977606	0.98151	0.627656	38855
0.03	d11_1268_2	d4_1207_1	16	0.980819	0.902915	0.97954	0.977587	0.981493	0.626848	49008
0.03	d11_1269_1	d4_1207_1	13	0.912085	0.895372	0.912751	0.908457	0.917044	0.465155	58443
0.03	d11_1269_2	d4_1207_1	13	0.893783	0.89566	0.913205	0.908963	0.917447	0.464375	48448
0.03	d11_1270_1	d4_1207_1	9	0.94711	0.908753	0.927073	0.92305	0.931095	0.515404	66062
0.03	d11_1270_2	d4_1207_1	11	0.891665	0.915741	0.927137	0.923128	0.931146	0.511425	32418
0.03	d11_1271_1	d4_1207_1	13	0.918247	0.909496	0.929206	0.925442	0.93297	0.516372	42714
0.03	d11_1271_2	d4_1207_1	15	0.923269	0.910716	0.934975	0.931542	0.938409	0.517685	46396
0.03	d19_1203_1	d4_1207_1	8	0.242417	0.912492	0.05098	0.047311	0.054648	0.124354	29771
0.03	d19_1203_2	d4_1207_1	30	0.39994	0.927336	0.388366	0.370791	0.405941	0.113338	30117
0.03	d19_1203_3	d4_1207_1	20	0.384546	0.919853	0.260477	0.247307	0.273647	0.152204	37491
0.03	d19_1203_4	d4_1207_1	20	0.31617	0.914412	0.18291	0.171413	0.194407	0.125026	37755
0.03	d19_1207_1	d4_1207_1	19	0.61704	0.887476	0.588843	0.575636	0.602051	0.31312	33215
0.03	d19_1207_2A	d4_1207_1	6	0.968732	0.898721	0.979592	0.977651	0.981533	0.630573	29231
0.03	d19_1207_2B	d4_1207_1	15	0.794371	0.91414	0.930014	0.926588	0.933441	0.450255	32369
0.03	d19_1207_3	d4_1207_1	14	0.440386	0.908032	0.061009	0.056973	0.065044	0.149242	40167
0.03	d19_1207_4	d4_1207_1	25	0.29996	0.903085	0.065164	0.060767	0.069561	0.138253	35438
0.03	d19_1268_1	d4_1207_1	48	0.706912	0.818282	0.646207	0.638157	0.654256	0.255767	90512
0.03	d19_1268_2	d4_1207_1	48	0.569747	0.831792	0.629948	0.620654	0.639242	0.257935	58691
0.03	d19_1268_3	d4_1207_1	50	0.602197	0.830068	0.653078	0.641907	0.664249	0.260985	40774
0.03	d19_1269_1	d4_1207_1	39	0.893124	0.699194	0.97864	0.977359	0.979921	0.557917	49609
0.03	d19_1269_2	d4_1207_1	43	0.891236	0.733728	0.965649	0.96364	0.967658	0.53425	54356
0.03	d19_1269_3	d4_1207_1	42	0.865963	0.739505	0.981415	0.980221	0.982608	0.562142	38288
0.03	d19_1270_1	d4_1207_1	44	0.496639	0.874298	0.539308	0.528263	0.550354	0.211466	53258
0.03	d19_1270_2	d4_1207_1	48	0.581805	0.863863	0.654809	0.645027	0.664592	0.219162	52454
0.03	d19_1270_3	d4_1207_1	52	0.587454	0.801496	0.544758	0.533475	0.556042	0.286002	50438
0.03	d19_1271_1	d4_1207_1	39	0.889733	0.727429	0.971979	0.970426	0.973532	0.530246	58712
0.03	d19_1271_2	d4_1207_1	44	0.897401	0.690618	0.970699	0.968908	0.97249	0.549294	48324
0.03	d19_1271_3	d4_1207_1	40	0.892823	0.713217	0.974058	0.972462	0.975654	0.551491	45271
0.03	d1_1203_1	d4_1207_1	5	0.970643	0.902556	0.979201	0.977218	0.981184	0.626882	30998
0.03	d1_1203_2	d4_1207_1	5	0.967293	0.909137	0.978448	0.976396	0.9805	0.626258	28740
0.03	d1_1207_1	d4_1207_1	11	0.968717	0.910426	0.978748	0.976722	0.980775	0.625917	29601
0.03	d1_1207_2	d4_1207_1	10	0.960592	0.909613	0.979624	0.977728	0.981519	0.617774	26898
0.03	d1_1268_1	d4_1207_1	16	0.967124	0.911373	0.979374	0.977408	0.98134	0.624057	29079
0.03	d1_1268_2	d4_1207_1	14	0.976369	0.915307	0.97949	0.977531	0.981448	0.625496	40456
0.03	d1_1269_2	d4_1207_1	47	0.666964	0.87782	0.862458	0.854849	0.870067	0.334324	26934
0.03	d1_1269_3	d4_1207_1	23	0.742066	0.920328	0.935169	0.931896	0.938443	0.411642	31605
0.03	d1_1270_1	d4_1207_1	17	0.974546	0.914117	0.979426	0.977467	0.981385	0.623751	39443
0.03	d1_1270_2	d4_1207_1	13	0.971985	0.900289	0.978691	0.976663	0.980719	0.624535	34125
0.03	d1_1271_1	d4_1207_1	7	0.977213	0.901253	0.979042	0.977054	0.98103	0.62519	41339
0.03	d1_1271_2	d4_1207_1	6	0.970606	0.902358	0.978278	0.976222	0.980334	0.626029	31571
0.03	d4_1203_2	d4_1207_1	28	0.795781	0.917193	0.928332	0.924951	0.931713	0.433214	32612
0.03	d4_1203_3	d4_1207_1	28	0.807396	0.911482	0.917169	0.913213	0.921125	0.425951	34558
0.03	d4_1203_4	d4_1207_1	32	0.809586	0.918041	0.917971	0.913962	0.92198	0.431799	35008
0.03	d11_1203_1	d4_1207_2	9	0.814803	0.888304	0.873258	0.868188	0.878329	0.439077	42830
0.03	d11_1203_2	d4_1207_2	15	0.791828	0.89625	0.874032	0.869022	0.879042	0.438096	38228
0.03	d11_1203_3	d4_1207_2	9	0.770483	0.884295	0.890826	0.886344	0.895308	0.453225	34516
0.03	d11_1203_4	d4_1207_2	8	0.802662	0.883217	0.876466	0.871497	0.881435	0.444129	40124
0.03	d11_1207_1	d4_1207_2	9	0.792705	0.878949	0.874545	0.869375	0.879715	0.449204	38216
0.03	d11_1207_2	d4_1207_2	12	0.797884	0.887572	0.895449	0.891194	0.899705	0.453681	39423
0.03	d11_1207_3	d4_1207_2	10	0.828089	0.881536	0.868718	0.863442	0.873993	0.440746	46431
0.03	d11_1207_4	d4_1207_2	8	0.805865	0.869536	0.86366	0.858126	0.869194	0.436719	40817
0.03	d11_1268_1	d4_1207_2	14	0.965335	0.894798	0.970027	0.967796	0.972258	0.612015	42867
0.03	d11_1268_2	d4_1207_2	18	0.971407	0.893284	0.969991	0.967757	0.972224	0.611255	53020
0.03	d11_1269_1	d4_1207_2	11	0.873189	0.876467	0.864937	0.8595	0.870375	0.429843	62455
0.03	d11_1269_2	d4_1207_2	12	0.848837	0.879035	0.859375	0.853775	0.864975	0.426432	52460
0.03	d11_1270_1	d4_1207_2	9	0.915775	0.894857	0.879451	0.874307	0.884595	0.474908	70074
0.03	d11_1270_2	d4_1207_2	10	0.837551	0.89949	0.880366	0.875267	0.885465	0.4711	36430
0.03	d11_1271_1	d4_1207_2	14	0.873732	0.897634	0.881674	0.876799	0.886549	0.477035	46726
0.03	d11_1271_2	d4_1207_2	15	0.881606	0.896633	0.891806	0.88736	0.896251	0.479883	50408
0.03	d19_1203_1	d4_1207_2	8	0.312672	0.898777	0.154859	0.14534	0.164378	0.165213	33783
0.03	d19_1203_2	d4_1207_2	31	0.392481	0.915322	0.250442	0.233038	0.267846	0.11114	34129
0.03	d19_1203_3	d4_1207_2	19	0.386309	0.903319	0.200806	0.190419	0.211194	0.171012	41503
0.03	d19_1203_4	d4_1207_2	18	0.332918	0.895805	0.149928	0.14171	0.158145	0.151954	41767
0.03	d19_1207_1	d4_1207_2	19	0.589384	0.872896	0.530633	0.516654	0.544612	0.308916	37227
0.03	d19_1207_2A	d4_1207_2	8	0.955419	0.88926	0.968911	0.966581	0.971242	0.618085	33243
0.03	d19_1207_2B	d4_1207_2	18	0.742338	0.907388	0.872052	0.866992	0.877113	0.404268	36381
0.03	d19_1207_3	d4_1207_2	14	0.437606	0.893601	0.154662	0.145591	0.163733	0.175123	44179
0.03	d19_1207_4	d4_1207_2	23	0.320406	0.883881	0.110532	0.103859	0.117206	0.164207	39450
0.03	d19_1268_1	d4_1207_2	66	0.667153	0.842014	0.541809	0.531925	0.551693	0.232209	94524
0.03	d19_1268_2	d4_1207_2	62	0.544041	0.846431	0.533283	0.522564	0.544001	0.245847	62703
0.03	d19_1268_3	d4_1207_2	65	0.551958	0.847977	0.5428	0.529337	0.556263	0.238967	44786
0.03	d19_1269_1	d4_1207_2	55	0.826933	0.718514	0.955276	0.953028	0.957525	0.517813	53621
0.03	d19_1269_2	d4_1207_2	56	0.829804	0.746525	0.928489	0.925067	0.931911	0.490741	58368
0.03	d19_1269_3	d4_1207_2	56	0.827849	0.754464	0.960362	0.958216	0.962507	0.517746	42300
0.03	d19_1270_1	d4_1207_2	57	0.46534	0.888285	0.431096	0.418745	0.443446	0.196583	57270
0.03	d19_1270_2	d4_1207_2	61	0.492013	0.878767	0.533295	0.521057	0.545532	0.184039	56466
0.03	d19_1270_3	d4_1207_2	73	0.527934	0.833536	0.431063	0.418629	0.443498	0.254312	54450
0.03	d19_1271_1	d4_1207_2	52	0.831069	0.739114	0.941603	0.938923	0.944284	0.485757	62724
0.03	d19_1271_2	d4_1207_2	61	0.825054	0.712529	0.938519	0.93544	0.941599	0.49862	52336
0.03	d19_1271_3	d4_1207_2	58	0.820019	0.73715	0.945859	0.943102	0.948615	0.506118	49283
0.03	d1_1203_1	d4_1207_2	5	0.957898	0.888836	0.969426	0.967149	0.971702	0.612289	35010
0.03	d1_1203_2	d4_1207_2	7	0.953957	0.900076	0.9675	0.965071	0.969928	0.612766	32752
0.03	d1_1207_1	d4_1207_2	9	0.95585	0.892171	0.968506	0.966157	0.970856	0.611973	33613
0.03	d1_1207_2	d4_1207_2	9	0.947331	0.893413	0.968962	0.966676	0.971248	0.604936	30910
0.03	d1_1268_1	d4_1207_2	19	0.953703	0.904339	0.969729	0.967478	0.97198	0.607943	33091
0.03	d1_1268_2	d4_1207_2	14	0.965683	0.901464	0.969884	0.967643	0.972125	0.610169	44468
0.03	d1_1269_2	d4_1207_2	52	0.617463	0.873054	0.783335	0.773203	0.793466	0.285858	30946
0.03	d1_1269_3	d4_1207_2	26	0.696942	0.912734	0.884875	0.880006	0.889744	0.377408	35617
0.03	d1_1270_1	d4_1207_2	19	0.963641	0.904445	0.969845	0.967604	0.972086	0.608321	43455
0.03	d1_1270_2	d4_1207_2	15	0.959934	0.890771	0.968428	0.966077	0.970779	0.609837	38137
0.03	d1_1271_1	d4_1207_2	10	0.96666	0.894046	0.969237	0.966953	0.97152	0.610538	45351
0.03	d1_1271_2	d4_1207_2	8	0.957957	0.892886	0.967786	0.965391	0.970182	0.612114	35583
0.03	d4_1203_2	d4_1207_2	37	0.738696	0.92399	0.890528	0.88602	0.895036	0.41538	36624
0.03	d4_1203_3	d4_1207_2	34	0.759761	0.911191	0.866422	0.860998	0.871846	0.408249	38570
0.03	d4_1203_4	d4_1207_2	38	0.745156	0.918407	0.869288	0.863838	0.874738	0.403963	39020
0.03	d4_1207_1	d4_1207_2	52	0.161887	0.928422	0.0626	0.054023	0.071176	0.037411	35778
0.03	d11_1203_1	d4_1207_3	10	0.872286	0.815566	0.912181	0.90817	0.916191	0.515051	44036
0.03	d11_1203_2	d4_1207_3	15	0.852006	0.821819	0.898321	0.893938	0.902704	0.501295	39434
0.03	d11_1203_3	d4_1207_3	10	0.837355	0.811607	0.887285	0.882541	0.892028	0.500347	35722
0.03	d11_1203_4	d4_1207_3	10	0.860924	0.813052	0.902545	0.898245	0.906844	0.507249	41330
0.03	d11_1207_1	d4_1207_3	13	0.854193	0.813289	0.897416	0.892808	0.902025	0.506655	39422
0.03	d11_1207_2	d4_1207_3	14	0.859509	0.817601	0.900474	0.89616	0.904789	0.505927	40629
0.03	d11_1207_3	d4_1207_3	15	0.877574	0.818046	0.906229	0.902003	0.910455	0.50908	47637
0.03	d11_1207_4	d4_1207_3	12	0.861647	0.802524	0.911419	0.907197	0.915641	0.51132	42023
0.03	d11_1268_1	d4_1207_3	13	0.946498	0.81772	0.946345	0.943187	0.949504	0.58227	44073
0.03	d11_1268_2	d4_1207_3	17	0.956073	0.815145	0.946266	0.943103	0.949429	0.581865	54226
0.03	d11_1269_1	d4_1207_3	17	0.908484	0.814637	0.941388	0.938052	0.944724	0.539563	63661
0.03	d11_1269_2	d4_1207_3	18	0.891328	0.817137	0.916004	0.911915	0.920093	0.518121	53666
0.03	d11_1270_1	d4_1207_3	12	0.940208	0.828156	0.934895	0.931457	0.938333	0.538636	71280
0.03	d11_1270_2	d4_1207_3	9	0.887076	0.823115	0.936317	0.932881	0.939753	0.535667	37636
0.03	d11_1271_1	d4_1207_3	14	0.911291	0.823603	0.916387	0.912442	0.920332	0.527137	47932
0.03	d11_1271_2	d4_1207_3	17	0.916263	0.827089	0.910226	0.906071	0.914381	0.521807	51614
0.03	d19_1203_1	d4_1207_3	8	0.661265	0.824831	0.682579	0.67213	0.693028	0.382323	34989
0.03	d19_1203_2	d4_1207_3	36	0.495514	0.849383	0.505297	0.492606	0.517989	0.257423	35335
0.03	d19_1203_3	d4_1207_3	18	0.64888	0.825713	0.616026	0.605043	0.627008	0.358104	42709
0.03	d19_1203_4	d4_1207_3	17	0.671235	0.817352	0.636425	0.62572	0.647129	0.358374	42973
0.03	d19_1207_1	d4_1207_3	24	0.718159	0.805394	0.724069	0.71427	0.733868	0.456393	38433
0.03	d19_1207_2A	d4_1207_3	5	0.932422	0.807592	0.939211	0.935588	0.942834	0.59474	34449
0.03	d19_1207_2B	d4_1207_3	15	0.815894	0.825426	0.888491	0.883765	0.893217	0.478469	37587
0.03	d19_1207_3	d4_1207_3	17	0.702501	0.824733	0.682334	0.67222	0.692448	0.350381	45385
0.03	d19_1207_4	d4_1207_3	33	0.684573	0.827965	0.645043	0.633461	0.656625	0.358919	40656
0.03	d19_1268_1	d4_1207_3	116	0.717999	0.864865	0.508854	0.496972	0.520736	0.210363	95730
0.03	d19_1268_2	d4_1207_3	103	0.598492	0.851593	0.556575	0.545517	0.567633	0.256454	63909
0.03	d19_1268_3	d4_1207_3	107	0.482301	0.856695	0.479827	0.466281	0.493373	0.211893	45992
0.03	d19_1269_1	d4_1207_3	95	0.84825	0.707487	0.944254	0.941455	0.947052	0.499806	54827
0.03	d19_1269_2	d4_1207_3	95	0.857958	0.736213	0.927759	0.923897	0.931621	0.49698	59574
0.03	d19_1269_3	d4_1207_3	94	0.77194	0.742686	0.894614	0.889695	0.899533	0.460143	43506
0.03	d19_1270_1	d4_1207_3	83	0.659245	0.864127	0.567847	0.556143	0.579551	0.276167	58476
0.03	d19_1270_2	d4_1207_3	99	0.632959	0.876539	0.672181	0.662477	0.681885	0.2834	57672
0.03	d19_1270_3	d4_1207_3	110	0.595767	0.825429	0.414964	0.401997	0.42793	0.236705	55656
0.03	d19_1271_1	d4_1207_3	86	0.860347	0.716324	0.938795	0.935771	0.94182	0.504909	63930
0.03	d19_1271_2	d4_1207_3	97	0.858466	0.68803	0.938479	0.934976	0.941983	0.510717	53542
0.03	d19_1271_3	d4_1207_3	88	0.85375	0.704319	0.943752	0.940626	0.946878	0.510637	50489
0.03	d1_1203_1	d4_1207_3	5	0.935719	0.814752	0.944883	0.941632	0.948134	0.584329	36216
0.03	d1_1203_2	d4_1207_3	5	0.930561	0.821701	0.93828	0.934609	0.94195	0.589616	33958
0.03	d1_1207_1	d4_1207_3	9	0.932795	0.817531	0.942299	0.938882	0.945715	0.584756	34819
0.03	d1_1207_2	d4_1207_3	7	0.923278	0.813967	0.940009	0.936446	0.943571	0.584617	32116
0.03	d1_1268_1	d4_1207_3	17	0.93049	0.825192	0.945685	0.942487	0.948883	0.579148	34297
0.03	d1_1268_2	d4_1207_3	14	0.947892	0.827975	0.946	0.94282	0.949179	0.58131	45674
0.03	d1_1269_2	d4_1207_3	94	0.594924	0.885943	0.74858	0.73728	0.75988	0.242145	32152
0.03	d1_1269_3	d4_1207_3	27	0.634413	0.839853	0.790845	0.783388	0.798302	0.345838	36823
0.03	d1_1270_1	d4_1207_3	18	0.945501	0.827531	0.945979	0.942802	0.949156	0.578531	44661
0.03	d1_1270_2	d4_1207_3	12	0.939557	0.808076	0.942236	0.938818	0.945654	0.582807	39343
0.03	d1_1271_1	d4_1207_3	7	0.949352	0.812533	0.944638	0.941375	0.947901	0.583124	46557
0.03	d1_1271_2	d4_1207_3	4	0.936394	0.809347	0.940617	0.937099	0.944135	0.586012	36789
0.03	d4_1203_2	d4_1207_3	32	0.801057	0.835561	0.892937	0.888289	0.897586	0.472018	37830
0.03	d4_1203_3	d4_1207_3	36	0.806567	0.838488	0.893464	0.888693	0.898235	0.468631	39776
0.03	d4_1203_4	d4_1207_3	37	0.819072	0.836889	0.918038	0.913906	0.92217	0.492324	40226
0.03	d4_1207_1	d4_1207_3	51	0.536827	0.845874	0.624737	0.612508	0.636967	0.244499	36984
0.03	d4_1207_2	d4_1207_3	62	0.534198	0.854176	0.543432	0.529665	0.557199	0.23574	40996
0.03	d11_1203_1	d4_1268_3	3	0.819292	0.93678	0.885665	0.880914	0.890415	0.520945	29816
0.03	d11_1203_2	d4_1268_3	7	0.724042	0.940123	0.79211	0.784311	0.799909	0.457043	25214
0.03	d11_1203_3	d4_1268_3	3	0.684029	0.933166	0.72218	0.71172	0.732641	0.425371	21502
0.03	d11_1203_4	d4_1268_3	5	0.779048	0.93901	0.844963	0.838773	0.851152	0.492152	27110
0.03	d11_1207_1	d4_1268_3	5	0.79708	0.933092	0.850275	0.843833	0.856716	0.499906	25202
0.03	d11_1207_2	d4_1268_3	4	0.759779	0.932076	0.824126	0.81728	0.830972	0.479327	26409
0.03	d11_1207_3	d4_1268_3	4	0.777239	0.930928	0.851091	0.845765	0.856417	0.498628	33417
0.03	d11_1207_4	d4_1268_3	4	0.809517	0.923839	0.874551	0.869248	0.879855	0.512099	27803
0.03	d11_1268_1	d4_1268_3	10	0.660269	0.948553	0.108425	0.099373	0.117476	0.100829	29853
0.03	d11_1268_2	d4_1268_3	18	0.745738	0.956563	0.107763	0.098727	0.116798	0.101162	40006
0.03	d11_1269_1	d4_1268_3	10	0.863878	0.937799	0.935975	0.933634	0.938316	0.56175	49441
0.03	d11_1269_2	d4_1268_3	12	0.743092	0.942393	0.773549	0.767483	0.779615	0.430246	39446
0.03	d11_1270_1	d4_1268_3	8	0.794287	0.954428	0.819972	0.816008	0.823937	0.389269	57060
0.03	d11_1270_2	d4_1268_3	6	0.673984	0.952295	0.830051	0.823423	0.836679	0.424245	23416
0.03	d11_1271_1	d4_1268_3	12	0.698505	0.955354	0.605699	0.596761	0.614637	0.321059	33712
0.03	d11_1271_2	d4_1268_3	13	0.727015	0.954294	0.444007	0.434765	0.453248	0.271752	37394
0.03	d19_1203_1	d4_1268_3	4	0.858539	0.951144	0.928087	0.923759	0.932415	0.529352	20769
0.03	d19_1203_2	d4_1268_3	17	0.912763	0.945707	0.969058	0.966228	0.971889	0.579808	21115
0.03	d19_1203_3	d4_1268_3	5	0.874197	0.933344	0.922943	0.918951	0.926936	0.553501	28489
0.03	d19_1203_4	d4_1268_3	4	0.933085	0.92631	0.969906	0.967663	0.97215	0.608177	28753
0.03	d19_1207_1	d4_1268_3	6	0.966464	0.908071	0.981534	0.979454	0.983614	0.639217	24213
0.03	d19_1207_2A	d4_1268_3	4	0.461862	0.942729	0.178694	0.167408	0.18998	0.132775	20229
0.03	d19_1207_2B	d4_1268_3	9	0.656267	0.948709	0.728452	0.718693	0.73821	0.404379	23367
0.03	d19_1207_3	d4_1268_3	7	0.891545	0.940412	0.958674	0.956357	0.960992	0.56086	31165
0.03	d19_1207_4	d4_1268_3	7	0.976698	0.911451	0.987415	0.985944	0.988887	0.651689	26436
0.03	d19_1268_1	d4_1268_3	22	0.896356	0.815895	0.948361	0.946492	0.95023	0.56768	81510
0.03	d19_1268_2	d4_1268_3	20	0.93733	0.823218	0.966981	0.96508	0.968881	0.601712	49689
0.03	d19_1268_3	d4_1268_3	22	0.945046	0.822734	0.979912	0.97806	0.981764	0.612446	31772
0.03	d19_1269_1	d4_1268_3	20	0.969119	0.722969	0.994075	0.993327	0.994822	0.64952	40607
0.03	d19_1269_2	d4_1268_3	23	0.960797	0.75348	0.989303	0.98826	0.990346	0.639186	45354
0.03	d19_1269_3	d4_1268_3	22	0.981083	0.758199	0.995656	0.994764	0.996548	0.661286	29286
0.03	d19_1270_1	d4_1268_3	20	0.941567	0.8721	0.986744	0.985668	0.98782	0.613248	44256
0.03	d19_1270_2	d4_1268_3	19	0.91356	0.851218	0.966945	0.965007	0.968883	0.587624	43452
0.03	d19_1270_3	d4_1268_3	23	0.933053	0.79158	0.991061	0.990228	0.991894	0.613408	41436
0.03	d19_1271_1	d4_1268_3	18	0.954214	0.741937	0.984641	0.983448	0.985835	0.618409	49710
0.03	d19_1271_2	d4_1268_3	20	0.961243	0.7017	0.994849	0.99426	0.995438	0.649096	39322
0.03	d19_1271_3	d4_1268_3	18	0.974027	0.726851	0.995652	0.995031	0.996274	0.655531	36269
0.03	d1_1203_1	d4_1268_3	4	0.505092	0.948705	0.091568	0.082922	0.100214	0.083283	21996
0.03	d1_1203_2	d4_1268_3	3	0.448678	0.952392	0.06976	0.064002	0.075519	0.098175	19738
0.03	d1_1207_1	d4_1268_3	6	0.471334	0.947437	0.067379	0.059869	0.074889	0.079495	20599
0.03	d1_1207_2	d4_1268_3	6	0.390925	0.948719	0.234806	0.220582	0.249029	0.146637	17896
0.03	d1_1268_1	d4_1268_3	13	0.484385	0.953215	0.101862	0.09293	0.110794	0.091988	20077
0.03	d1_1268_2	d4_1268_3	14	0.670121	0.96373	0.104792	0.095821	0.113763	0.095006	31454
0.03	d1_1269_2	d4_1268_3	21	0.914789	0.871426	0.939531	0.934321	0.94474	0.565474	17932
0.03	d1_1269_3	d4_1268_3	18	0.707384	0.957152	0.736505	0.726206	0.746804	0.422319	22603
0.03	d1_1270_1	d4_1268_3	14	0.659735	0.955672	0.105196	0.096215	0.114176	0.094784	30441
0.03	d1_1270_2	d4_1268_3	14	0.56502	0.952082	0.066972	0.059507	0.074438	0.077618	25123
0.03	d1_1271_1	d4_1268_3	5	0.663296	0.945123	0.08931	0.080792	0.097829	0.081783	32337
0.03	d1_1271_2	d4_1268_3	5	0.51748	0.948707	0.05863	0.052109	0.065151	0.082743	22569
0.03	d4_1203_2	d4_1268_3	12	0.686489	0.930339	0.733224	0.723381	0.743067	0.41746	23610
0.03	d4_1203_3	d4_1268_3	11	0.724605	0.922456	0.785243	0.777121	0.793365	0.446098	25556
0.03	d4_1203_4	d4_1268_3	13	0.829193	0.924876	0.914608	0.910066	0.91915	0.509822	26006
0.03	d4_1207_1	d4_1268_3	16	0.953172	0.909043	0.97736	0.975196	0.979525	0.617163	22764
0.03	d4_1207_2	d4_1268_3	18	0.941291	0.899598	0.965446	0.962848	0.968044	0.605844	26776
0.03	d4_1207_3	d4_1268_3	19	0.908584	0.826814	0.932165	0.928095	0.936236	0.574269	27982
0.03	d11_1203_1	d4_1269_1	8	0.793975	0.824375	0.779041	0.771267	0.786815	0.445201	42490
0.03	d11_1203_2	d4_1269_1	14	0.766153	0.832354	0.763562	0.755535	0.771589	0.435815	37888
0.03	d11_1203_3	d4_1269_1	9	0.74169	0.82229	0.784883	0.777128	0.792639	0.449389	34176
0.03	d11_1203_4	d4_1269_1	8	0.77961	0.821289	0.771719	0.763776	0.779662	0.4465	39784
0.03	d11_1207_1	d4_1269_1	12	0.772098	0.823611	0.749881	0.74112	0.758642	0.448511	37876
0.03	d11_1207_2	d4_1269_1	13	0.776066	0.827286	0.814123	0.807305	0.82094	0.459672	39083
0.03	d11_1207_3	d4_1269_1	13	0.810809	0.826237	0.753937	0.745484	0.762389	0.444967	46091
0.03	d11_1207_4	d4_1269_1	11	0.782642	0.812974	0.747832	0.738925	0.756739	0.437391	40477
0.03	d11_1268_1	d4_1269_1	18	0.93764	0.842208	0.933628	0.929925	0.937331	0.56533	42527
0.03	d11_1268_2	d4_1269_1	21	0.949165	0.838013	0.93351	0.929801	0.937219	0.564697	52680
0.03	d11_1269_1	d4_1269_1	19	0.857748	0.831729	0.786607	0.778762	0.794451	0.436474	62115
0.03	d11_1269_2	d4_1269_1	20	0.83066	0.83446	0.738886	0.730005	0.747766	0.41613	52120
0.03	d11_1270_1	d4_1269_1	13	0.881808	0.843194	0.784983	0.777268	0.792699	0.417092	69734
0.03	d11_1270_2	d4_1269_1	9	0.772014	0.836075	0.789738	0.782085	0.797391	0.413044	36090
0.03	d11_1271_1	d4_1269_1	18	0.82236	0.845658	0.76833	0.760655	0.776005	0.412859	46386
0.03	d11_1271_2	d4_1269_1	21	0.834026	0.848972	0.780048	0.772803	0.787293	0.414654	50068
0.03	d19_1203_1	d4_1269_1	7	0.684418	0.83541	0.734019	0.724189	0.743849	0.365073	33443
0.03	d19_1203_2	d4_1269_1	32	0.464915	0.855329	0.46465	0.449889	0.479412	0.166272	33789
0.03	d19_1203_3	d4_1269_1	18	0.643904	0.838342	0.590747	0.578975	0.602518	0.345363	41163
0.03	d19_1203_4	d4_1269_1	17	0.677988	0.829555	0.599389	0.587724	0.611054	0.340024	41427
0.03	d19_1207_1	d4_1269_1	21	0.668555	0.812415	0.66867	0.658014	0.679325	0.416283	36887
0.03	d19_1207_2A	d4_1269_1	5	0.920797	0.82083	0.924074	0.919782	0.928366	0.580604	32903
0.03	d19_1207_2B	d4_1269_1	13	0.643406	0.834278	0.681081	0.671449	0.690714	0.334804	36041
0.03	d19_1207_3	d4_1269_1	15	0.684345	0.833271	0.717901	0.708256	0.727546	0.351308	43839
0.03	d19_1207_4	d4_1269_1	29	0.693838	0.831861	0.692985	0.68188	0.704091	0.36721	39110
0.03	d19_1268_1	d4_1269_1	112	0.668691	0.873714	0.471034	0.457816	0.484252	0.13928	94184
0.03	d19_1268_2	d4_1269_1	99	0.56192	0.858058	0.474382	0.461691	0.487074	0.184082	62363
0.03	d19_1268_3	d4_1269_1	104	0.435855	0.865021	0.422162	0.407204	0.437121	0.155949	44446
0.03	d19_1269_1	d4_1269_1	92	0.725681	0.721622	0.802032	0.794993	0.80907	0.423605	53281
0.03	d19_1269_2	d4_1269_1	95	0.73916	0.756942	0.700758	0.690993	0.710522	0.385006	58028
0.03	d19_1269_3	d4_1269_1	92	0.772021	0.757231	0.842767	0.836055	0.849479	0.450541	41960
0.03	d19_1270_1	d4_1269_1	77	0.597049	0.865948	0.559313	0.547035	0.571592	0.210002	56930
0.03	d19_1270_2	d4_1269_1	87	0.520614	0.865584	0.335482	0.321061	0.349902	0.159036	56126
0.03	d19_1270_3	d4_1269_1	100	0.599335	0.817677	0.478719	0.464637	0.492802	0.243693	54110
0.03	d19_1271_1	d4_1269_1	83	0.710663	0.731025	0.725786	0.717587	0.733986	0.377645	62384
0.03	d19_1271_2	d4_1269_1	89	0.732864	0.692873	0.729633	0.720366	0.7389	0.417999	51996
