label	s1	s2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci	jsd	sharednseqs
0.03	d19_1203_1	d19_1270_2	8	0.651915	0.848474	0.71202	0.703878	0.720161	0.333916	50459
0.03	d19_1203_2	d19_1270_2	32	0.528393	0.866101	0.474473	0.461029	0.487918	0.154154	50805
0.03	d19_1203_3	d19_1270_2	18	0.604771	0.848679	0.516412	0.505595	0.527229	0.302891	58179
0.03	d19_1203_4	d19_1270_2	18	0.559947	0.843038	0.461837	0.450624	0.47305	0.271044	58443
0.03	d19_1207_1	d19_1270_2	21	0.719941	0.823792	0.604203	0.592756	0.61565	0.379451	53903
0.03	d19_1207_2A	d19_1270_2	6	0.962139	0.833299	0.974573	0.972916	0.97623	0.63661	49919
0.03	d19_1207_2B	d19_1270_2	14	0.658367	0.846557	0.552709	0.542344	0.563074	0.313324	53057
0.03	d19_1207_3	d19_1270_2	14	0.648312	0.842317	0.661429	0.652996	0.669862	0.31451	60855
0.03	d19_1207_4	d19_1270_2	27	0.656808	0.838977	0.651977	0.642577	0.661376	0.330703	56126
0.03	d19_1268_1	d19_1270_2	107	0.589245	0.876646	0.63382	0.625123	0.642517	0.203673	111200
0.03	d19_1268_2	d19_1270_2	99	0.46152	0.87314	0.615116	0.606139	0.624093	0.199316	79379
0.03	d19_1268_3	d19_1270_2	103	0.465491	0.87636	0.572379	0.561523	0.583236	0.180644	61462
0.03	d19_1269_1	d19_1270_2	95	0.730856	0.74401	0.78675	0.779643	0.793856	0.394451	70297
0.03	d19_1269_2	d19_1270_2	98	0.656575	0.776751	0.640943	0.632085	0.649801	0.357292	75044
0.03	d19_1269_3	d19_1270_2	91	0.817112	0.769352	0.845976	0.838966	0.852986	0.448175	58976
0.03	d19_1270_1	d19_1270_2	91	0.353258	0.910503	0.566925	0.557091	0.576759	0.114403	73946
0.03	d11_1203_1	d19_1270_3	8	0.977318	0.765979	0.987639	0.986531	0.988746	0.648627	57490
0.03	d11_1203_2	d19_1270_3	15	0.971147	0.776974	0.9871	0.98599	0.98821	0.642583	52888
0.03	d11_1203_3	d19_1270_3	10	0.969497	0.766035	0.987426	0.986357	0.988496	0.645324	49176
0.03	d11_1203_4	d19_1270_3	11	0.973861	0.770091	0.987289	0.986173	0.988405	0.645668	54784
0.03	d11_1207_1	d19_1270_3	12	0.976511	0.765008	0.986763	0.985582	0.987945	0.647816	52876
0.03	d11_1207_2	d19_1270_3	13	0.974743	0.769245	0.987377	0.986293	0.988462	0.645491	54083
0.03	d11_1207_3	d19_1270_3	13	0.978458	0.767099	0.987113	0.985967	0.988258	0.646594	61091
0.03	d11_1207_4	d19_1270_3	11	0.973286	0.753518	0.987572	0.986414	0.988729	0.645713	55477
0.03	d11_1268_1	d19_1270_3	18	0.995863	0.783481	0.997629	0.997138	0.998119	0.680342	57527
0.03	d11_1268_2	d19_1270_3	24	0.996158	0.785512	0.997626	0.997135	0.998117	0.680237	67680
0.03	d11_1269_1	d19_1270_3	14	0.980756	0.761852	0.990535	0.989512	0.991557	0.6512	77115
0.03	d11_1269_2	d19_1270_3	20	0.977622	0.775893	0.989446	0.98836	0.990531	0.649228	67120
0.03	d11_1270_1	d19_1270_3	14	0.969717	0.788293	0.990371	0.989385	0.991356	0.641149	84734
0.03	d11_1270_2	d19_1270_3	11	0.980427	0.783444	0.991418	0.990446	0.99239	0.65539	51090
0.03	d11_1271_1	d19_1270_3	18	0.983482	0.788371	0.991135	0.990181	0.99209	0.656373	61386
0.03	d11_1271_2	d19_1270_3	21	0.982787	0.791361	0.991468	0.990578	0.992359	0.652762	65068
0.03	d19_1203_1	d19_1270_3	10	0.673637	0.785135	0.63642	0.627551	0.645289	0.424708	48443
0.03	d19_1203_2	d19_1270_3	37	0.584701	0.806827	0.276478	0.266651	0.286305	0.228739	48789
0.03	d19_1203_3	d19_1270_3	19	0.705571	0.782343	0.610369	0.601505	0.619233	0.455421	56163
0.03	d19_1203_4	d19_1270_3	19	0.71067	0.775487	0.622422	0.613754	0.631091	0.445794	56427
0.03	d19_1207_1	d19_1270_3	24	0.817334	0.757232	0.713701	0.704038	0.723365	0.501154	51887
0.03	d19_1207_2A	d19_1270_3	7	0.996034	0.766102	0.997274	0.996715	0.997833	0.68274	47903
0.03	d19_1207_2B	d19_1270_3	15	0.88472	0.780279	0.918401	0.91492	0.921882	0.535383	51041
0.03	d19_1207_3	d19_1270_3	16	0.723143	0.77784	0.643325	0.634819	0.651831	0.413542	58839
0.03	d19_1207_4	d19_1270_3	30	0.682388	0.776033	0.589226	0.579444	0.599008	0.414026	54110
0.03	d19_1268_1	d19_1270_3	126	0.528374	0.83919	0.204675	0.195371	0.213979	0.153262	109184
0.03	d19_1268_2	d19_1270_3	111	0.425281	0.820728	0.301584	0.292598	0.310571	0.205803	77363
0.03	d19_1268_3	d19_1270_3	123	0.396965	0.841882	0.159291	0.148817	0.169765	0.149047	59446
0.03	d19_1269_1	d19_1270_3	112	0.733835	0.688659	0.924227	0.921363	0.927091	0.427645	68281
0.03	d19_1269_2	d19_1270_3	113	0.767925	0.720301	0.928263	0.925527	0.930998	0.449711	73028
0.03	d19_1269_3	d19_1270_3	105	0.806777	0.712239	0.93349	0.930322	0.936657	0.461932	56960
0.03	d19_1270_1	d19_1270_3	98	0.328403	0.853742	0.208067	0.197382	0.218753	0.111509	71930
0.03	d19_1270_2	d19_1270_3	112	0.415713	0.862465	0.593467	0.583505	0.60343	0.18362	71126
0.03	d11_1203_1	d19_1271_1	12	0.863299	0.736591	0.872043	0.867805	0.876281	0.550085	65764
0.03	d11_1203_2	d19_1271_1	15	0.845885	0.738298	0.875641	0.871362	0.87992	0.547628	61162
0.03	d11_1203_3	d19_1271_1	11	0.846371	0.729684	0.897846	0.893739	0.901952	0.556922	57450
0.03	d11_1203_4	d19_1271_1	10	0.857084	0.729069	0.873457	0.869142	0.877772	0.55349	63058
0.03	d11_1207_1	d19_1271_1	12	0.854783	0.726182	0.85849	0.853722	0.863257	0.553191	61150
0.03	d11_1207_2	d19_1271_1	13	0.856119	0.730098	0.904449	0.900728	0.908171	0.566538	62357
0.03	d11_1207_3	d19_1271_1	14	0.871405	0.729715	0.862002	0.857443	0.866562	0.553905	69365
0.03	d11_1207_4	d19_1271_1	12	0.857759	0.715823	0.853053	0.848294	0.857812	0.544751	63751
0.03	d11_1268_1	d19_1271_1	20	0.991581	0.754107	0.994472	0.993784	0.995161	0.670429	65801
0.03	d11_1268_2	d19_1271_1	20	0.992522	0.739449	0.994468	0.993779	0.995157	0.671153	75954
0.03	d11_1269_1	d19_1271_1	15	0.893148	0.724471	0.868303	0.864075	0.872531	0.535422	85389
0.03	d11_1269_2	d19_1271_1	24	0.877948	0.749449	0.85789	0.853372	0.862407	0.535866	75394
0.03	d11_1270_1	d19_1271_1	12	0.869796	0.746332	0.872446	0.868428	0.876464	0.502775	93008
0.03	d11_1270_2	d19_1271_1	10	0.848797	0.744047	0.877389	0.873457	0.88132	0.522822	59364
0.03	d11_1271_1	d19_1271_1	21	0.870772	0.7603	0.883152	0.879433	0.886872	0.531021	69660
0.03	d11_1271_2	d19_1271_1	19	0.876278	0.749891	0.900294	0.89701	0.903579	0.537059	73342
0.03	d19_1203_1	d19_1271_1	9	0.948939	0.745708	0.984214	0.983118	0.985311	0.61319	56717
0.03	d19_1203_2	d19_1271_1	26	0.835024	0.742229	0.894227	0.889503	0.898951	0.440206	57063
0.03	d19_1203_3	d19_1271_1	14	0.864333	0.731444	0.932444	0.929373	0.935515	0.572977	64437
0.03	d19_1203_4	d19_1271_1	16	0.849214	0.728822	0.923319	0.920057	0.926581	0.563062	64701
0.03	d19_1207_1	d19_1271_1	22	0.88953	0.712629	0.920351	0.916425	0.924278	0.575422	60161
0.03	d19_1207_2A	d19_1271_1	6	0.9911	0.726666	0.993656	0.99286	0.994452	0.675162	56177
0.03	d19_1207_2B	d19_1271_1	12	0.707831	0.734192	0.751559	0.745538	0.757581	0.448359	59315
0.03	d19_1207_3	d19_1271_1	13	0.876388	0.73188	0.970095	0.968659	0.971532	0.593759	67113
0.03	d19_1207_4	d19_1271_1	23	0.89632	0.716064	0.970787	0.969172	0.972403	0.581769	62384
0.03	d19_1268_1	d19_1271_1	103	0.732943	0.732454	0.889904	0.886835	0.892974	0.408121	117458
0.03	d19_1268_2	d19_1271_1	96	0.710335	0.732846	0.836384	0.831812	0.840957	0.378583	85637
0.03	d19_1268_3	d19_1271_1	99	0.714914	0.734627	0.851538	0.846443	0.856633	0.369564	67720
0.03	d19_1269_1	d19_1271_1	166	0.414748	0.776665	0.455773	0.444953	0.466592	0.14298	76555
0.03	d19_1269_2	d19_1271_1	167	0.349856	0.809201	0.347721	0.336688	0.358755	0.110006	81302
0.03	d19_1269_3	d19_1271_1	155	0.577429	0.791467	0.589696	0.57863	0.600762	0.208239	65234
0.03	d19_1270_1	d19_1271_1	67	0.747469	0.733959	0.906225	0.903214	0.909237	0.414798	80204
0.03	d19_1270_2	d19_1271_1	84	0.66136	0.747406	0.713848	0.706423	0.721273	0.340668	79400
0.03	d19_1270_3	d19_1271_1	100	0.749638	0.691401	0.897746	0.894247	0.901245	0.426512	77384
0.03	d11_1203_1	d19_1271_2	10	0.861637	0.688356	0.839099	0.833516	0.844682	0.548604	55376
0.03	d11_1203_2	d19_1271_2	15	0.842597	0.694826	0.845909	0.840298	0.851519	0.545317	50774
0.03	d11_1203_3	d19_1271_2	11	0.827632	0.686163	0.874615	0.869268	0.879962	0.548831	47062
0.03	d11_1203_4	d19_1271_2	11	0.849896	0.687481	0.841435	0.835758	0.847112	0.548179	52670
0.03	d11_1207_1	d19_1271_2	12	0.845514	0.682333	0.820244	0.813915	0.826574	0.547264	50762
0.03	d11_1207_2	d19_1271_2	12	0.849641	0.684357	0.882735	0.877921	0.887549	0.564876	51969
0.03	d11_1207_3	d19_1271_2	12	0.866796	0.682087	0.826369	0.820352	0.832386	0.54888	58977
0.03	d11_1207_4	d19_1271_2	12	0.852145	0.671736	0.813578	0.807246	0.81991	0.537714	53363
0.03	d11_1268_1	d19_1271_2	20	0.997871	0.710688	0.99921	0.998918	0.999502	0.684763	55413
0.03	d11_1268_2	d19_1271_2	20	0.998017	0.695142	0.99921	0.998917	0.999502	0.685381	65566
0.03	d11_1269_1	d19_1271_2	16	0.894295	0.682292	0.834123	0.82853	0.839716	0.528037	75001
0.03	d11_1269_2	d19_1271_2	26	0.877888	0.708822	0.822764	0.816796	0.828731	0.531699	65006
0.03	d11_1270_1	d19_1271_2	14	0.892496	0.707833	0.841692	0.836393	0.846991	0.50309	82620
0.03	d11_1270_2	d19_1271_2	11	0.845108	0.702617	0.846222	0.841033	0.851411	0.516759	48976
0.03	d11_1271_1	d19_1271_2	20	0.871643	0.715049	0.856754	0.851909	0.861599	0.528756	59272
0.03	d11_1271_2	d19_1271_2	19	0.878006	0.706352	0.880754	0.876571	0.884938	0.537439	62954
0.03	d19_1203_1	d19_1271_2	10	0.952729	0.705301	0.981829	0.980467	0.983192	0.621938	46329
0.03	d19_1203_2	d19_1271_2	29	0.837472	0.702755	0.911842	0.907193	0.916491	0.492409	46675
0.03	d19_1203_3	d19_1271_2	14	0.83415	0.687739	0.913827	0.909827	0.917828	0.563813	54049
0.03	d19_1203_4	d19_1271_2	16	0.837019	0.684895	0.901702	0.897436	0.905968	0.552781	54313
0.03	d19_1207_1	d19_1271_2	23	0.88319	0.667566	0.898975	0.893834	0.904115	0.57758	49773
0.03	d19_1207_2A	d19_1271_2	8	0.998471	0.68686	0.999117	0.998778	0.999457	0.688154	45789
0.03	d19_1207_2B	d19_1271_2	14	0.766305	0.694285	0.772271	0.765516	0.779026	0.4804	48927
0.03	d19_1207_3	d19_1271_2	13	0.863235	0.687448	0.962697	0.960863	0.964531	0.590025	56725
0.03	d19_1207_4	d19_1271_2	26	0.871913	0.677316	0.958596	0.956401	0.960791	0.562605	51996
0.03	d19_1268_1	d19_1271_2	119	0.823274	0.712698	0.937651	0.935358	0.939943	0.466927	107070
0.03	d19_1268_2	d19_1271_2	113	0.771691	0.71615	0.901833	0.898423	0.905244	0.433591	75249
0.03	d19_1268_3	d19_1271_2	113	0.733447	0.712398	0.892626	0.88827	0.896983	0.404599	57332
0.03	d19_1269_1	d19_1271_2	178	0.419711	0.742366	0.512361	0.500621	0.524101	0.148266	66167
0.03	d19_1269_2	d19_1271_2	167	0.444905	0.749635	0.395918	0.384766	0.40707	0.15673	70914
0.03	d19_1269_3	d19_1271_2	163	0.472961	0.751563	0.537893	0.52491	0.550876	0.16567	54846
0.03	d19_1270_1	d19_1271_2	74	0.821015	0.698446	0.941505	0.939159	0.943851	0.484675	69816
0.03	d19_1270_2	d19_1271_2	94	0.717933	0.718666	0.689925	0.68088	0.698971	0.387063	69012
0.03	d19_1270_3	d19_1271_2	110	0.762672	0.656942	0.929053	0.926268	0.931837	0.441624	66996
0.03	d19_1271_1	d19_1271_2	180	0.364607	0.786788	0.233075	0.223434	0.242716	0.094902	75270
0.03	d11_1203_1	d19_1271_3	10	0.885251	0.717225	0.866959	0.861733	0.872185	0.562351	52323
0.03	d11_1203_2	d19_1271_3	15	0.869408	0.723384	0.872528	0.867336	0.877719	0.561605	47721
0.03	d11_1203_3	d19_1271_3	11	0.853803	0.714655	0.897326	0.892552	0.902099	0.571205	44009
0.03	d11_1203_4	d19_1271_3	10	0.877905	0.714118	0.869056	0.863784	0.874327	0.565275	49617
0.03	d11_1207_1	d19_1271_3	12	0.87386	0.71056	0.852162	0.846269	0.858055	0.564187	47709
0.03	d11_1207_2	d19_1271_3	13	0.876482	0.714926	0.903004	0.898655	0.907353	0.579113	48916
0.03	d11_1207_3	d19_1271_3	12	0.891674	0.709962	0.856689	0.851057	0.862322	0.565181	55924
0.03	d11_1207_4	d19_1271_3	11	0.880064	0.697895	0.846262	0.840309	0.852216	0.556086	50310
0.03	d11_1268_1	d19_1271_3	20	0.997173	0.739303	0.998641	0.998234	0.999048	0.682817	52360
0.03	d11_1268_2	d19_1271_3	19	0.997473	0.722687	0.998638	0.998231	0.999046	0.683339	62513
0.03	d11_1269_1	d19_1271_3	16	0.915773	0.711042	0.862168	0.856886	0.867451	0.545713	71948
0.03	d11_1269_2	d19_1271_3	24	0.902087	0.733113	0.8527	0.847061	0.858339	0.548633	61953
0.03	d11_1270_1	d19_1271_3	13	0.915694	0.734215	0.86821	0.863203	0.873216	0.521515	79567
0.03	d11_1270_2	d19_1271_3	10	0.869347	0.729311	0.871556	0.86665	0.876463	0.530979	45923
0.03	d11_1271_1	d19_1271_3	20	0.892848	0.743771	0.879823	0.875236	0.88441	0.540772	56219
0.03	d11_1271_2	d19_1271_3	19	0.898232	0.735353	0.899331	0.895391	0.903271	0.54812	59901
0.03	d19_1203_1	d19_1271_3	9	0.948101	0.730731	0.98451	0.98332	0.985699	0.62539	43276
0.03	d19_1203_2	d19_1271_3	26	0.831278	0.725272	0.916568	0.912249	0.920888	0.486997	43622
0.03	d19_1203_3	d19_1271_3	14	0.872147	0.716267	0.930493	0.926988	0.933999	0.584778	50996
0.03	d19_1203_4	d19_1271_3	16	0.872922	0.713801	0.919267	0.915461	0.923073	0.572561	51260
0.03	d19_1207_1	d19_1271_3	22	0.876712	0.695301	0.914516	0.909979	0.919054	0.582875	46720
0.03	d19_1207_2A	d19_1271_3	6	0.9978	0.711931	0.998458	0.997986	0.99893	0.68647	42736
0.03	d19_1207_2B	d19_1271_3	12	0.771853	0.718965	0.771406	0.764503	0.77831	0.475702	45874
0.03	d19_1207_3	d19_1271_3	14	0.886682	0.718143	0.968523	0.966882	0.970164	0.599016	53672
0.03	d19_1207_4	d19_1271_3	23	0.891792	0.700521	0.969446	0.967633	0.971258	0.58971	48943
0.03	d19_1268_1	d19_1271_3	113	0.796245	0.735742	0.924267	0.921694	0.926839	0.445754	104017
0.03	d19_1268_2	d19_1271_3	106	0.75946	0.735528	0.872262	0.867927	0.876596	0.411923	72196
0.03	d19_1268_3	d19_1271_3	106	0.704379	0.7329	0.885232	0.880713	0.889752	0.394716	54279
0.03	d19_1269_1	d19_1271_3	169	0.358811	0.768651	0.476295	0.463486	0.489105	0.111736	63114
0.03	d19_1269_2	d19_1271_3	164	0.409469	0.786284	0.394592	0.381773	0.40741	0.124784	67861
0.03	d19_1269_3	d19_1271_3	164	0.431931	0.795522	0.59846	0.5866	0.61032	0.162925	51793
0.03	d19_1270_1	d19_1271_3	71	0.797912	0.724451	0.933802	0.931283	0.93632	0.462758	66763
0.03	d19_1270_2	d19_1271_3	84	0.713398	0.730593	0.721804	0.712966	0.730643	0.378653	65959
0.03	d19_1270_3	d19_1271_3	102	0.743991	0.678243	0.917924	0.91477	0.921078	0.428334	63943
0.03	d19_1271_1	d19_1271_3	180	0.318942	0.822055	0.151301	0.142203	0.160399	0.067454	72217
0.03	d19_1271_2	d19_1271_3	195	0.226771	0.79812	0.126115	0.115714	0.136517	0.043139	61829
0.03	d11_1203_1	d1_1203_1	3	0.858449	0.955545	0.897243	0.89309	0.901395	0.506803	38050
0.03	d11_1203_2	d1_1203_1	5	0.792155	0.95451	0.81738	0.810774	0.823986	0.434681	33448
0.03	d11_1203_3	d1_1203_1	6	0.771254	0.959048	0.760396	0.751691	0.769101	0.397643	29736
0.03	d11_1203_4	d1_1203_1	6	0.83024	0.960246	0.862982	0.857689	0.868275	0.474053	35344
0.03	d11_1207_1	d1_1203_1	5	0.846991	0.95206	0.868989	0.863538	0.874441	0.483069	33436
0.03	d11_1207_2	d1_1203_1	6	0.816644	0.955652	0.845808	0.84001	0.851606	0.459736	34643
0.03	d11_1207_3	d1_1203_1	6	0.821229	0.954463	0.869281	0.864764	0.873798	0.48181	41651
0.03	d11_1207_4	d1_1203_1	6	0.852818	0.947698	0.887694	0.883092	0.892295	0.496661	36037
0.03	d11_1268_1	d1_1203_1	5	0.231811	0.955637	0.001849	0.001504	0.002194	0.0116	38087
0.03	d11_1268_2	d1_1203_1	5	0.393491	0.945305	0.001763	0.001426	0.002099	0.01223	48240
0.03	d11_1269_1	d1_1203_1	3	0.883901	0.940596	0.939743	0.937586	0.9419	0.553137	57675
0.03	d11_1269_2	d1_1203_1	2	0.693289	0.938281	0.793849	0.788562	0.799135	0.404379	47680
0.03	d11_1270_1	d1_1203_1	3	0.646277	0.961298	0.827009	0.82332	0.830697	0.399974	65294
0.03	d11_1270_2	d1_1203_1	6	0.759431	0.970721	0.831418	0.825133	0.837702	0.398908	31650
0.03	d11_1271_1	d1_1203_1	3	0.485052	0.953181	0.6233	0.615133	0.631468	0.278224	41946
0.03	d11_1271_2	d1_1203_1	2	0.359034	0.947404	0.474851	0.46623	0.483472	0.221796	45628
0.03	d19_1203_1	d1_1203_1	5	0.8987	0.971934	0.932126	0.928124	0.936129	0.523094	29003
0.03	d19_1203_2	d1_1203_1	5	0.972606	0.936394	0.979288	0.977019	0.981558	0.630512	29349
0.03	d19_1203_3	d1_1203_1	4	0.902622	0.949923	0.932942	0.929534	0.93635	0.547967	36723
0.03	d19_1203_4	d1_1203_1	5	0.947441	0.947767	0.973463	0.97148	0.975446	0.608414	36987
0.03	d19_1207_1	d1_1203_1	6	0.975159	0.927615	0.984532	0.98277	0.986294	0.640954	32447
0.03	d19_1207_2A	d1_1203_1	5	0.358114	0.963747	0.239127	0.227407	0.250848	0.09571	28463
0.03	d19_1207_2B	d1_1203_1	6	0.751337	0.960209	0.765893	0.757793	0.773993	0.390156	31601
0.03	d19_1207_3	d1_1203_1	5	0.912637	0.954537	0.961775	0.959626	0.963924	0.565998	39399
0.03	d19_1207_4	d1_1203_1	5	0.982694	0.926435	0.988596	0.987273	0.98992	0.652605	34670
0.03	d19_1268_1	d1_1203_1	7	0.930692	0.799701	0.959729	0.958283	0.961176	0.604594	89744
0.03	d19_1268_2	d1_1203_1	5	0.959602	0.806919	0.973722	0.972196	0.975248	0.629235	57923
0.03	d19_1268_3	d1_1203_1	6	0.981253	0.804906	0.985635	0.984165	0.987106	0.65293	40006
0.03	d19_1269_1	d1_1203_1	4	0.996315	0.705782	0.997486	0.996953	0.998018	0.683185	48841
0.03	d19_1269_2	d1_1203_1	6	0.990707	0.734204	0.993783	0.993	0.994567	0.672822	53588
0.03	d19_1269_3	d1_1203_1	4	0.996215	0.737397	0.997056	0.996349	0.997764	0.681929	37520
0.03	d19_1270_1	d1_1203_1	5	0.990474	0.856325	0.994189	0.993461	0.994917	0.672093	52490
0.03	d19_1270_2	d1_1203_1	4	0.96351	0.835759	0.976198	0.974659	0.977738	0.632026	51686
0.03	d19_1270_3	d1_1203_1	7	0.996175	0.774448	0.997556	0.997051	0.998061	0.682277	49670
0.03	d19_1271_1	d1_1203_1	6	0.991371	0.733786	0.994369	0.993662	0.995075	0.674466	57944
0.03	d19_1271_2	d1_1203_1	5	0.998696	0.688337	0.999232	0.998933	0.999532	0.688551	47556
0.03	d19_1271_3	d1_1203_1	5	0.997933	0.716884	0.998646	0.998228	0.999064	0.686661	44503
0.03	d11_1203_1	d1_1203_2	4	0.848625	0.96392	0.891167	0.886713	0.89562	0.513778	35792
0.03	d11_1203_2	d1_1203_2	5	0.77621	0.960582	0.804275	0.797084	0.811466	0.448309	31190
0.03	d11_1203_3	d1_1203_2	5	0.751365	0.962853	0.740581	0.731037	0.750124	0.414985	27478
0.03	d11_1203_4	d1_1203_2	5	0.817989	0.96397	0.853517	0.847776	0.859258	0.484047	33086
0.03	d11_1207_1	d1_1203_2	6	0.834755	0.960601	0.859084	0.853135	0.865033	0.492118	31178
0.03	d11_1207_2	d1_1203_2	7	0.802748	0.964159	0.834377	0.828058	0.840696	0.470628	32385
0.03	d11_1207_3	d1_1203_2	6	0.81022	0.960616	0.859545	0.854623	0.864467	0.490818	39393
0.03	d11_1207_4	d1_1203_2	5	0.842328	0.951544	0.880843	0.875889	0.885798	0.504695	33779
0.03	d11_1268_1	d1_1203_2	6	0.437439	0.964013	0.105205	0.098149	0.112262	0.081539	35829
0.03	d11_1268_2	d1_1203_2	5	0.561829	0.95149	0.104695	0.097647	0.111743	0.082189	45982
0.03	d11_1269_1	d1_1203_2	4	0.878521	0.949203	0.937858	0.935607	0.940109	0.556194	55417
0.03	d11_1269_2	d1_1203_2	4	0.677205	0.949204	0.78434	0.77868	0.790001	0.420816	45422
0.03	d11_1270_1	d1_1203_2	2	0.680627	0.964908	0.828507	0.824717	0.832297	0.421	63036
0.03	d11_1270_2	d1_1203_2	6	0.740814	0.976649	0.833534	0.827146	0.839922	0.419016	29392
0.03	d11_1271_1	d1_1203_2	3	0.492643	0.959226	0.620151	0.611677	0.628625	0.312538	39688
0.03	d11_1271_2	d1_1203_2	2	0.535808	0.953433	0.467883	0.459062	0.476703	0.263073	43370
0.03	d19_1203_1	d1_1203_2	5	0.889026	0.977807	0.928145	0.923965	0.932325	0.515624	26745
0.03	d19_1203_2	d1_1203_2	6	0.969141	0.944913	0.975909	0.973392	0.978425	0.624385	27091
0.03	d19_1203_3	d1_1203_2	7	0.89514	0.962961	0.925833	0.922104	0.929561	0.544155	34465
0.03	d19_1203_4	d1_1203_2	5	0.943736	0.953822	0.96932	0.967175	0.971465	0.597816	34729
0.03	d19_1207_1	d1_1203_2	7	0.972242	0.936271	0.981636	0.97968	0.983593	0.634397	30189
0.03	d19_1207_2A	d1_1203_2	6	0.127266	0.971999	0.056864	0.048023	0.065704	0.01267	26205
0.03	d19_1207_2B	d1_1203_2	6	0.732066	0.966206	0.744533	0.735613	0.753453	0.402392	29343
0.03	d19_1207_3	d1_1203_2	7	0.882448	0.965238	0.954625	0.952327	0.956924	0.541308	37141
0.03	d19_1207_4	d1_1203_2	5	0.980686	0.932731	0.988095	0.986719	0.98947	0.651122	32412
0.03	d19_1268_1	d1_1203_2	5	0.928606	0.802432	0.955365	0.953752	0.956978	0.608846	87486
0.03	d19_1268_2	d1_1203_2	5	0.957424	0.814319	0.970811	0.969108	0.972514	0.631872	55665
0.03	d19_1268_3	d1_1203_2	5	0.980025	0.809584	0.98398	0.982333	0.985626	0.654782	37748
0.03	d19_1269_1	d1_1203_2	3	0.996222	0.712524	0.997133	0.996528	0.997737	0.683081	46583
0.03	d19_1269_2	d1_1203_2	5	0.99022	0.740619	0.99293	0.992042	0.993818	0.672889	51330
0.03	d19_1269_3	d1_1203_2	4	0.99603	0.745876	0.996648	0.995845	0.997452	0.68182	35262
0.03	d19_1270_1	d1_1203_2	5	0.989449	0.863209	0.993695	0.992906	0.994485	0.670732	50232
0.03	d19_1270_2	d1_1203_2	4	0.961237	0.842741	0.973842	0.972145	0.975538	0.632447	49428
0.03	d19_1270_3	d1_1203_2	6	0.995402	0.779496	0.997315	0.996755	0.997875	0.682281	47412
0.03	d19_1271_1	d1_1203_2	5	0.990518	0.74065	0.993608	0.992808	0.994408	0.673479	55686
0.03	d19_1271_2	d1_1203_2	5	0.998146	0.69759	0.999104	0.998762	0.999445	0.687838	45298
0.03	d19_1271_3	d1_1203_2	5	0.997301	0.725459	0.998443	0.997969	0.998918	0.686061	42245
0.03	d1_1203_1	d1_1203_2	6	0.247676	0.977765	0.081747	0.075024	0.08847	0.045647	27972
0.03	d11_1203_1	d1_1207_1	5	0.853	0.954294	0.894286	0.889988	0.898584	0.509762	36653
0.03	d11_1203_2	d1_1207_1	6	0.783283	0.950781	0.811209	0.804322	0.818095	0.439723	32051
0.03	d11_1203_3	d1_1207_1	7	0.759907	0.955524	0.751335	0.742226	0.760445	0.403564	28339
0.03	d11_1203_4	d1_1207_1	5	0.823607	0.951945	0.858545	0.853041	0.86405	0.478142	33947
0.03	d11_1207_1	d1_1207_1	7	0.840195	0.950723	0.864484	0.858804	0.870163	0.486573	32039
0.03	d11_1207_2	d1_1207_1	8	0.808819	0.95441	0.840553	0.834511	0.846595	0.463743	33246
0.03	d11_1207_3	d1_1207_1	7	0.815025	0.950831	0.864875	0.860171	0.869579	0.48535	40254
0.03	d11_1207_4	d1_1207_1	7	0.846998	0.943951	0.884366	0.879596	0.889137	0.499956	34640
0.03	d11_1268_1	d1_1207_1	6	0.318724	0.952045	0.016231	0.014414	0.018049	0.032045	36690
0.03	d11_1268_2	d1_1207_1	8	0.466302	0.946383	0.015982	0.014178	0.017787	0.032552	46843
0.03	d11_1269_1	d1_1207_1	6	0.880913	0.941516	0.938606	0.936397	0.940814	0.555053	56278
0.03	d11_1269_2	d1_1207_1	7	0.683772	0.943907	0.788353	0.782869	0.793837	0.409989	46283
0.03	d11_1270_1	d1_1207_1	4	0.638543	0.957768	0.825289	0.821525	0.829053	0.405861	63897
0.03	d11_1270_2	d1_1207_1	8	0.748256	0.969531	0.829969	0.823566	0.836371	0.40441	30253
0.03	d11_1271_1	d1_1207_1	6	0.467163	0.954273	0.616677	0.608276	0.625078	0.287928	40549
0.03	d11_1271_2	d1_1207_1	6	0.435057	0.950864	0.463945	0.455106	0.472783	0.233373	44231
0.03	d19_1203_1	d1_1207_1	5	0.893646	0.966082	0.930287	0.926187	0.934388	0.518863	27606
0.03	d19_1203_2	d1_1207_1	10	0.970736	0.942103	0.978157	0.975793	0.980521	0.627184	27952
0.03	d19_1203_3	d1_1207_1	6	0.898658	0.94867	0.930205	0.926661	0.933749	0.545618	35326
0.03	d19_1203_4	d1_1207_1	7	0.945827	0.946449	0.972084	0.970035	0.974134	0.603522	35590
0.03	d19_1207_1	d1_1207_1	9	0.973655	0.928674	0.983538	0.981703	0.985374	0.636924	31050
0.03	d19_1207_2A	d1_1207_1	6	0.270819	0.96025	0.178936	0.167213	0.190659	0.054646	27066
0.03	d19_1207_2B	d1_1207_1	6	0.739968	0.954284	0.756449	0.747962	0.764937	0.391516	30204
0.03	d19_1207_3	d1_1207_1	7	0.885269	0.953331	0.959438	0.957229	0.961647	0.552293	38002
